Row_Id,Order Id,Order Date,Customer Fname,Customer Lname,Category Name,Customer Segment,Order Items,Market Region,Additional Order items,Customer City,Customer Country,Customer Id,Customer State,Customer Zipcode,Order Region,Order Quantity,Sales,Profit Per Order
C_61171_11,61171,06-11-2017,Mary,Moore,Camping and Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,4899,PR,725,Central America,1,800,123.4700012
C_58100_12,58100,28-04-2017,Mary,Selesnick,Camping and Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,12322,PR,725,Central America,1,800,85.16999817
C_58100_12,58100,28-04-2017,Mary,Sweed,Camping and Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,12322,PR,725,Central America,1,800,85.16999817
C_57525_13,57525,29-04-2017,Mark,Hackney,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,714,PR,725,Central America,1,800,-193.2700043
C_57461_14,57461,18-04-2017,Mary,Latchford,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,9204,PR,725,Central America,1,800,66.26999664
C_57146_15,57146,14-04-2017,Mary,Wiener,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,5421,PR,725,South America,1,800,-445.25
C_57146_15,57146,14-04-2017,Mary,Swindell,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,5421,PR,725,South America,1,800,-445.25
C_52183_16,52183,15-04-2017,David,Lopez,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,9923,PR,725,Caribbean,1,800,-24.89999962
C_63936_17,63936,01-02-2017,Hannah,Preis,Cardio Equipment,Home Office,Cardio Equipment,Europe,Cardio Equipment,Caguas,Puerto Rico,11329,PR,725,Western Europe,3,800,132.2899933
C_65030_18,65030,08-07-2017,Mary,Huff,Cardio Equipment,Home Office,Cardio Equipment,Europe,Cardio Equipment,Caguas,Puerto Rico,3570,PR,725,Western Europe,3,800,76.04000092
C_62571_19,62571,07-02-2017,Michael,MacIntyre,Cleats,Home Office,Cleats,Europe,Cleats,Caguas,Puerto Rico,9353,PR,725,Northern Europe,3,179.9700012,43.52000046
C_65922_20,65922,20-08-2017,Vincent,Boeckenhauer,Cleats,Home Office,Cleats,Europe,Cleats,Caguas,Puerto Rico,12151,PR,725,Western Europe,3,179.9700012,40.49000168
C_63936_21,63936,22-07-2017,Hannah,Waco,Women's Apparel,Home Office,Women's Apparel,Europe,Women's Apparel,Caguas,Puerto Rico,11329,PR,725,Western Europe,3,,20.93000031
C_64813_22,64813,23-07-2017,Gregory,Goranitis,Shop By Sport,Home Office,Shop By Sport,Europe,Shop By Sport,Caguas,Puerto Rico,10018,PR,725,Northern Europe,3,,12.19999981
C_67892_23,67892,18-09-2017,Frances,McGrath,Women's Apparel,Home Office,Women's Apparel,Europe,Women's Apparel,Caguas,Puerto Rico,3182,PR,725,Western Europe,3,,12.71000004
C_56359_24,56359,04-02-2017,Megan,Adams,Cleats,Home Office,Cleats,LATAM,Cleats,Caguas,Puerto Rico,1025,PR,725,Central America,3,,-285.0700073
C_58613_25,58613,05-05-2017,Mary,Daniels,Cleats,Home Office,Cleats,LATAM,Cleats,Caguas,Puerto Rico,8831,PR,725,Central America,3,179.9700012,42.74000168
C_60807_26,60807,06-06-2017,Mary,Jacobs,Cleats,Home Office,Cleats,LATAM,Cleats,Caguas,Puerto Rico,9854,PR,725,Caribbean,3,179.9700012,-117.3300018
C_53413_27,53413,18-02-2017,Grace,Cacioppo,Cleats,Home Office,Cleats,LATAM,Cleats,Caguas,Puerto Rico,376,PR,725,South America,3,179.9700012,47.88000107
C_56973_28,56973,04-11-2017,Mary,Vittorini,Women's Apparel,Home Office,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,8541,PR,725,South America,3,150,23.46999931
C_55155_29,55155,16-03-2017,Mary,Carlisle,Women's Apparel,Home Office,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,3752,PR,725,Central America,3,150,43.65999985
C_53403_30,53403,18-02-2017,Mary,Drucker,Women's Apparel,Home Office,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,10485,PR,725,Central America,3,,15.56000042
C_51298_31,51298,18-01-2017,Ronald,Barreto,Shop By Sport,Home Office,Shop By Sport,LATAM,Shop By Sport,Caguas,Puerto Rico,9272,PR,725,South America,3,,32.86000061
C_52640_32,52640,02-07-2017,Tammy,Delaney,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Caguas,Puerto Rico,6398,PR,725,South America,5,,55.09000015
C_57106_33,57106,13-04-2017,Mary,Haberlin,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,8917,PR,725,South America,5,,51.97999954
C_52166_34,52166,31-01-2017,Christina,Brumfield,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Caguas,Puerto Rico,1425,PR,725,Caribbean,5,,66.88999939
C_56172_35,56172,30-03-2017,Mary,Ducich,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Caguas,Puerto Rico,2737,PR,725,Caribbean,5,,11.46000004
C_55829_36,55829,25-03-2017,Mary,Kinney,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,6428,PR,725,Caribbean,5,,22.5
C_52478_37,52478,26-03-2017,Alexander,Mautz,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,6543,PR,725,Central America,5,,67.5
C_57242_38,57242,27-03-2017,Sandra,Armstrong,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Guayama,Puerto Rico,3990,PR,784,Central America,5,,78.27999878
C_60127_39,60127,28-03-2017,Mary,Fritzler,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,9204,PR,725,South America,5,,47.84999847
C_60386_40,60386,29-03-2017,Mary,Chand,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,9554,PR,725,South America,5,,8.5
C_57999_41,57999,30-03-2017,Gregory,Lichtenstein,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,5506,PR,725,Central America,5,,70.13999939
C_54585_42,54585,,Mary,Tom,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,1423,PR,725,South America,5,,72.62999725
C_57598_43,57598,,Mary,Französisch,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,138,PR,725,Caribbean,5,250,-140
C_54274_44,54274,,Mary,Nguyen,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,6360,PR,725,Central America,5,250,-32.59999847
C_60673_45,60673,,Ronald,Blackwell,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Caguas,Puerto Rico,2053,PR,725,Central America,5,199.9499969,68.98000336
C_59387_46,59387,16-05-2017,Mary,Bergman,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Juana Diaz,Puerto Rico,10344,PR,795,Central America,5,250,-11.81000042
C_52640_47,52640,02-07-2017,Tammy,Cazamias,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Caguas,Puerto Rico,6398,PR,725,South America,5,250,52.5
C_55984_48,55984,28-03-2017,Melissa,Roelle,Electronics,Consumer,Electronics,LATAM,Electronics,Caguas,Puerto Rico,1339,PR,725,Central America,5,239.9499969,29.69000053
C_52478_49,52478,02-05-2017,Alexander,Manning,Electronics,Consumer,Electronics,LATAM,Electronics,Caguas,Puerto Rico,6543,PR,725,Central America,5,159.9499969,73.69999695
C_58375_50,58375,05-02-2017,Sandra,Reed,Kids' Golf Clubs,Consumer,Kids' Golf Clubs,LATAM,Kids' Golf Clubs,Guayama,Puerto Rico,3990,PR,784,Central America,5,449.9500122,-79.19000244
C_56448_51,56448,04-03-2017,Mary,Grace,Hunting & Shooting,Consumer,Hunting & Shooting,LATAM,Hunting & Shooting,Caguas,Puerto Rico,7247,PR,725,Caribbean,5,149.9499969,34.84999847
C_58034_52,58034,27-04-2017,Eugene,Halladay,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Caguas,Puerto Rico,6277,PR,725,Central America,5,800,149.9900055
C_53069_53,53069,28-04-2017,John,Smith,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Caguas,Puerto Rico,4126,PR,725,South America,5,800,140.6399994
C_60146_54,60146,29-04-2017,Mary,Freymann,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Caguas,Puerto Rico,9528,PR,725,Central America,5,800,36
C_55409_55,55409,19-03-2017,Mary,Collister,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Caguas,Puerto Rico,1853,PR,725,South America,5,800,179.9799957
C_57185_56,57185,14-04-2017,Mary,Brooks,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Caguas,Puerto Rico,6887,PR,725,Central America,5,800,-269.9700012
C_61192_57,61192,06-12-2017,Mary,Weimer,Boxing & MMA,Consumer,Boxing & MMA,LATAM,Boxing & MMA,Caguas,Puerto Rico,10668,PR,725,South America,5,449.9500122,59.06000137
C_55876_58,55876,26-03-2017,Mary,Redmond,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,5421,PR,725,Central America,5,299.9500122,140.9799957
C_53331_59,53331,17-02-2017,Nicole,Nunn,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,10200,PR,725,Central America,5,,81.66000366
C_51725_60,51725,25-01-2017,Sharon,Hansen,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,11254,PR,725,Central America,5,,18.40999985
C_52562_61,52562,02-06-2017,Mary,Stevenson,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,11106,PR,725,South America,5,,33.22000122
C_59754_62,59754,22-05-2017,Mary,Jacobs,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,8456,PR,725,Central America,5,,25.30999947
C_53574_63,53574,21-02-2017,Matthew,Craven,Cleats,Consumer,Cleats,LATAM,Cleats,Caguas,Puerto Rico,6149,PR,725,Central America,5,,-239.8600006
C_51050_64,51050,15-01-2017,Jerry,Jarboe,Cardio Equipment,Consumer,Cardio Equipment,Africa,Cardio Equipment,Caguas,Puerto Rico,1840,PR,725,Central Africa,1,,40.02000046
C_71077_65,71077,,Kirestin,Pryor,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14630,PR,725,Southern Europe,1,252.8800049,-50.58000183
C_69703_66,69703,,Nora,Ludtke,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13256,PR,725,Western Europe,1,452.0400085,120.8300018
C_71112_67,71112,,Jennifer,Bixby,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14665,PR,725,Western Europe,1,252.8800049,25.04000092
C_69810_68,69810,,Madonna,Molinari,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13363,PR,725,Western Europe,1,452.0400085,212.6399994
C_71092_69,71092,11-03-2017,Noelani,Pelletier,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14645,PR,725,Western Europe,1,252.8800049,68.68000031
C_69610_70,69610,02-10-2017,Sydnee,Thornton,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13163,PR,725,Southern Europe,1,452.0400085,135.8300018
C_71000_71,71000,11-02-2017,Willa,Williamson,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14553,PR,725,Western Europe,1,252.8800049,78.08000183
C_70734_72,70734,29-10-2017,Alma,Kastensmidt,Computers,Consumer,Computers,Europe,Computers,Caguas,Puerto Rico,14287,PR,725,Northern Europe,1,1500,595.3499756
C_69626_73,69626,13-10-2017,Ila,McAdams,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13179,PR,725,Western Europe,1,452.0400085,21.36000061
C_69482_74,69482,10-11-2017,Belle,Bierner,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13035,PR,725,Western Europe,1,452.0400085,213.5899963
C_70769_75,70769,30-10-2017,Alyssa,Andreada,Computers,Consumer,Computers,Europe,Computers,Caguas,Puerto Rico,14322,PR,725,Northern Europe,1,1500,55.79999924
C_69643_76,69643,13-10-2017,Lani,Fjeld,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13196,PR,725,Southern Europe,1,452.0400085,126.1200027
C_71051_77,71051,11-03-2017,Demetria,Kargatis,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14604,PR,725,Northern Europe,1,252.8800049,6.900000095
C_69408_78,69408,10-10-2017,Joan,Katz,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,12961,PR,725,Southern Europe,1,452.0400085,-277.6700134
C_71123_79,71123,11-04-2017,Gay,Fortune-,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14676,PR,725,Southern Europe,4,252.8800049,105.8600006
C_70534_80,70534,26-10-2017,Audrey,Französisch,Computers,Consumer,Computers,Europe,Computers,Caguas,Puerto Rico,14087,PR,725,Western Europe,4,1500,86
C_69641_81,69641,13-10-2017,Riley,Bensley,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13194,PR,725,Southern Europe,4,452.0400085,195.2799988
C_70960_82,70960,11-01-2017,Imani,Shonely,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14513,PR,725,Western Europe,4,252.8800049,22.76000023
C_69908_83,69908,17-10-2017,Mechelle,Phan,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13461,PR,725,Northern Europe,4,452.0400085,180.5899963
C_70957_84,70957,11-01-2017,Imani,Nguyen,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14510,PR,725,Western Europe,4,252.8800049,101.0299988
C_69637_85,69637,13-10-2017,Whitney,Zypern,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13190,PR,725,Western Europe,4,452.0400085,118.8499985
C_70955_86,70955,11-01-2017,Roanna,Jones,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14508,PR,725,Northern Europe,4,252.8800049,60.86999893
C_70919_87,70919,11-01-2017,Vivian,Kiefer,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14472,PR,725,Southern Europe,4,252.8800049,73.45999908
C_71009_88,71009,11-02-2017,Xantha,Miller,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14562,PR,725,Western Europe,4,252.8800049,39.88000107
C_69653_89,69653,13-10-2017,Zia,A,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13206,PR,725,Northern Europe,4,252.8800049,177.9199982
C_69527_90,69527,10-11-2017,Mara,Connell,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13080,PR,725,Southern Europe,4,452.0400085,129.7400055
C_71080_91,71080,11-03-2017,Sloane,McGarr,Consumer Electronics,Consumer,Consumer Electronics,Europe,Consumer Electronics,Caguas,Puerto Rico,14633,PR,725,Western Europe,4,252.8800049,62.20999908
C_70544_92,70544,26-10-2017,Winifred,Hastings,Computers,Consumer,Computers,Europe,Computers,Caguas,Puerto Rico,14097,PR,725,Northern Europe,4,1500,90
C_69471_93,69471,10-11-2017,Giselle,Brandow,Cameras,Consumer,Cameras,Europe,Cameras,Caguas,Puerto Rico,13024,PR,725,Northern Europe,4,452.0400085,118.6600037
C_68879_94,68879,10-02-2017,John,Seio,Basketball,Consumer,Basketball,Europe,Basketball,Caguas,Puerto Rico,778,PR,725,Western Europe,4,999.9899902,415.7999878
C_67214_95,67214,09-08-2017,Nancy,Fritzler,Soccer,Consumer,Soccer,Europe,Soccer,Caguas,Puerto Rico,7146,PR,725,Southern Europe,4,79.98999786,8.619999886
C_65109_96,65109,08-08-2017,Ruth,Mathis,Cardio Equipment,Consumer,Cardio Equipment,Europe,Cardio Equipment,Caguas,Puerto Rico,8524,PR,725,Western Europe,4,99.98999786,25.92000008
C_51168_97,51168,16-01-2017,Elizabeth,Carroll,Women's Apparel,Consumer,Women's Apparel,Africa,Women's Apparel,Fort Worth,United States,8050,TX,76106,West Africa,4,200,90
C_51168_98,51168,16-01-2017,Elizabeth,Geld,Shop By Sport,Consumer,Shop By Sport,Africa,Shop By Sport,Fort Worth,United States,8050,TX,76106,West Africa,4,159.9600067,-2.190000057
C_57799_99,57799,23-04-2017,Mary,O'Donnell,Water Sports,Consumer,Water Sports,LATAM,Water Sports,Seattle,United States,7499,WA,98115,Central America,4,199.9900055,-33.40000153
C_54115_100,54115,28-02-2017,James,Satty,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Riverside,United States,5137,CA,92507,Central America,4,299.980011,29.10000038
C_57799_101,57799,23-04-2017,Mary,Daly,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,Seattle,United States,7499,WA,98115,Central America,4,49.97999954,9.600000381
C_54115_102,54115,28-02-2017,James,Anderson,Men's Footwear,Consumer,Men's Footwear,LATAM,Men's Footwear,Riverside,United States,5137,CA,92507,Central America,4,129.9900055,17.29000092
C_58480_103,58480,05-03-2017,Helen,Kotsonis,Cleats,Consumer,Cleats,LATAM,Cleats,Houston,United States,6417,TX,77015,Caribbean,4,59.99000168,0
C_57104_104,57104,13-04-2017,Roy,Stewart,Electronics,Consumer,Electronics,LATAM,Electronics,Valrico,United States,4997,FL,33594,South America,4,47.99000168,16.32999992
C_58498_105,58498,05-03-2017,Deborah,Doherty,Golf Shoes,Consumer,Golf Shoes,LATAM,Golf Shoes,Chicago,United States,9308,IL,60615,Central America,4,108,35.04000092
C_58498_106,58498,05-03-2017,Deborah,Pelletier,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Chicago,United States,9308,IL,60615,Central America,4,50,20.47999954
C_54319_107,54319,03-03-2017,Mary,VanderZanden,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Rialto,United States,3289,CA,92376,South America,4,299.980011,94.48999786
C_55879_108,55879,26-03-2017,Marie,Raglin,Fishing,Consumer,Fishing,LATAM,Fishing,Santa Clara,United States,11541,CA,95051,Caribbean,4,399.980011,-269.9700012
C_55879_109,55879,26-03-2017,Marie,Gockenbach,Men's Footwear,Consumer,Men's Footwear,LATAM,Men's Footwear,Santa Clara,United States,11541,CA,95051,Caribbean,4,129.9900055,37.75999832
C_55879_110,55879,26-03-2017,Marie,Packer,Men's Footwear,Consumer,Men's Footwear,LATAM,Men's Footwear,Santa Clara,United States,11541,CA,95051,Caribbean,4,129.9900055,-78.12999725
C_53022_111,53022,02-12-2017,Mary,Gilcrest,Men's Footwear,Consumer,Men's Footwear,LATAM,Men's Footwear,Austin,United States,6075,TX,78753,Central America,4,129.9900055,28.07999992
C_54290_112,54290,03-03-2017,Judy,Miller,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,San Diego,United States,12424,CA,92111,South America,4,199.9799957,43.5
C_58480_113,58480,05-03-2017,Helen,liebe,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,Houston,United States,6417,TX,77015,Caribbean,4,199.9799957,80.02999878
C_57799_114,57799,23-04-2017,Mary,Carroll,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Seattle,United States,7499,WA,98115,Central America,4,100,1.639999986
C_54115_115,54115,28-02-2017,James,Glocke,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,Riverside,United States,5137,CA,92507,Central America,4,100,-54.97999954
C_56487_116,56487,04-04-2017,Donald,Avila,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,San Antonio,United States,1249,TX,78207,Central America,4,199.9799957,65.33000183
C_58498_117,58498,05-03-2017,Deborah,Bern,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,Chicago,United States,9308,IL,60615,Central America,4,99.95999908,-112.5800018
C_58498_118,58498,05-03-2017,Deborah,Dickinson,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,Chicago,United States,9308,IL,60615,Central America,4,99.95999908,40.29999924
C_54290_119,54290,03-03-2017,Judy,O'Carroll,Cardio Equipment,Consumer,Cardio Equipment,LATAM,Cardio Equipment,San Diego,United States,12424,CA,92111,South America,4,299.9700012,-85.48999786
C_57573_120,57573,20-04-2017,Paul,Harms,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Bronx,United States,1024,NY,10466,South America,4,119.9700012,28.34000015
C_57573_121,57573,20-04-2017,Paul,Häberlin,Trade-In,Consumer,Trade-In,LATAM,Trade-In,Bronx,United States,1024,NY,10466,South America,4,47.97000122,4.03000021
C_54290_122,54290,03-03-2017,Judy,Dowd,Women's Apparel,Consumer,Women's Apparel,LATAM,Women's Apparel,San Diego,United States,12424,CA,92111,South America,4,200,74.48000336
C_56487_123,56487,04-04-2017,Donald,Edelman,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,San Antonio,United States,1249,TX,78207,Central America,4,199.9199982,43.65999985
C_56487_124,56487,04-04-2017,Donald,Zewe,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,San Antonio,United States,1249,TX,78207,Central America,4,199.9199982,81.30999756
C_54319_125,54319,03-03-2017,Mary,Knutson,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Rialto,United States,3289,CA,92376,South America,4,159.9600067,41.15999985
C_57573_126,57573,20-04-2017,Paul,Black,Girls' Apparel,Consumer,Girls' Apparel,LATAM,Girls' Apparel,Bronx,United States,1024,NY,10466,South America,4,350,105.4499969
C_54115_127,54115,28-02-2017,James,Maxwell,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Riverside,United States,5137,CA,92507,Central America,4,199.9499969,17.39999962
C_53022_128,53022,02-12-2017,Mary,Dartt,Electronics,Consumer,Electronics,LATAM,Electronics,Austin,United States,6075,TX,78753,Central America,4,159.9499969,76.01999664
C_56487_129,56487,04-04-2017,Donald,Phan,Cleats,Consumer,Cleats,LATAM,Cleats,San Antonio,United States,1249,TX,78207,Central America,4,299.9500122,120.0400009
C_56487_130,56487,04-04-2017,Donald,Hopkins,Indoor/Outdoor Games,Consumer,Indoor/Outdoor Games,LATAM,Indoor/Outdoor Games,San Antonio,United States,1249,TX,78207,Central America,4,249.8999939,2.519999981
C_58498_131,58498,05-03-2017,Deborah,Grady,Shop By Sport,Consumer,Shop By Sport,LATAM,Shop By Sport,Chicago,United States,9308,IL,60615,Central America,4,199.9499969,-14.27000046
C_73761_132,73761,12-12-2017,Heather,Yotov,Women's Clothing,Consumer,Women's Clothing,Pacific Asia,Women's Clothing,Philadelphia,United States,17314,PA,19140,Eastern Asia,4,215.8200073,81.58000183
C_50489_133,50489,01-07-2017,Mary,Cohen,Cleats,Consumer,Cleats,Africa,Cleats,Buffalo,United States,4717,NY,14221,North Africa,4,239.9600067,83.62000275
C_50424_134,50424,01-06-2017,Joyce,Hawley,Cleats,Consumer,Cleats,Africa,Cleats,North Tonawanda,United States,12383,NY,14120,North Africa,4,239.9600067,70.55999756
C_51009_135,51009,14-01-2017,Mary,Phonely,Cardio Equipment,Consumer,Cardio Equipment,Africa,Cardio Equipment,Simi Valley,United States,8144,CA,93065,East Africa,4,399.9599915,182.1399994
C_59203_136,59203,14-05-2017,Cynthia,Johnson,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,7570,PR,725,Central America,4,299.980011,-199.1900024
C_56778_137,56778,04-08-2017,William,Schwarz,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,328,PR,725,Central America,4,299.980011,15.43999958
C_58948_138,58948,05-10-2017,Brenda,Mitchum,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,9988,PR,725,South America,4,299.980011,-80.91999817
C_58643_139,58643,05-06-2017,Sarah,Ausman,Camping & Hiking,Consumer,Camping & Hiking,LATAM,Camping & Hiking,Caguas,Puerto Rico,6250,PR,725,Caribbean,4,299.980011,81.16999817
